Year	Area	Variable	Generation (TWh)	Share of production (%)	Change on last year (%)	Change on last year (TWh)
2004	Czech Republic	Gas	2	2	-3	0
2004	Czech Republic	Other fossil	3	3	6	0
2004	Czech Republic	Nuclear	26	31	2	0
2004	Czech Republic	Renewables	3	3	46	1
2004	Czech Republic	Hydro	2	2	46	1
2004	Czech Republic	Wind and solar	0	0	100	0
2004	Czech Republic	Wind	0	0	102	0
2004	Czech Republic	Solar	0	0	58	0
2004	Czech Republic	Bioenergy	1	1	45	0
2004	Czech Republic	Other renewables	0	0		0
2004	Czech Republic	Production	84		1	1
2004	Czech Republic	Net imports	-16		-3	0
2004	Czech Republic	Demand	68		2	1
2004	Denmark	Fossil	31	76	-19	-7
2004	Denmark	Coal	19	46	-26	-7
2004	Denmark	Hard Coal	19	46	-26	-7
2004	Denmark	Lignite	0	0		0
2004	Denmark	Gas	10	25	2	0
2004	Denmark	Other fossil	2	6	-24	-1
2004	Denmark	Nuclear	0	0		0
2004	Denmark	Renewables	10	24	18	1
2004	Denmark	Hydro	0	0	29	0
2004	Denmark	Wind and solar	7	16	18	1
2004	Denmark	Wind	7	16	18	1
2004	Denmark	Solar	0	0	0	0
2004	Denmark	Bioenergy	3	7	17	0
2004	Denmark	Other renewables	0	0		0
2004	Denmark	Production	40		-12	-6
2004	Denmark	Net imports	-3		-66	6
2004	Denmark	Demand	38		0	0
2004	Estonia	Fossil	10	99	1	0
2004	Estonia	Coal	0	0		0
2004	Estonia	Hard Coal	0	0		0
2004	Estonia	Lignite	0	0		0
2004	Estonia	Gas	0	5	-3	0
2004	Estonia	Other fossil	10	95	2	0
2004	Estonia	Nuclear	0	0		0
2004	Estonia	Renewables	0	1	22	0
2004	Estonia	Hydro	0	0	69	0
2004	Estonia	Wind and solar	0	0	33	0
2004	Estonia	Wind	0	0	33	0
2004	Estonia	Solar	0	0		0
2004	Estonia	Bioenergy	0	0	0	0
2004	Estonia	Other renewables	0	0		0
2004	Estonia	Production	10		1	0
2004	Estonia	Net imports	-2		-5	0
2004	Estonia	Demand	9		3	0
2004	EU-27	Fossil	1504	52	0	4
2004	EU-27	Coal	835	29	-2	-14
2004	EU-27	Hard Coal	484	17	-2	-9
2004	EU-27	Lignite	351	12	-1	-4
2004	EU-27	Gas	460	16	10	41
2004	EU-27	Other fossil	208	7	-10	-23
2004	EU-27	Nuclear	928	32	2	21
2004	EU-27	Renewables	441	15	11	43
2004	EU-27	Hydro	324	11	6	18
2004	EU-27	Wind and solar	58	2	33	15
2004	EU-27	Wind	58	2	33	14
2004	EU-27	Solar	1	0	82	0
2004	EU-27	Bioenergy	53	2	23	10
2004	EU-27	Other renewables	6	0	1	0
2004	EU-27	Production	2874		2	68
2004	EU-27	Net imports	-16		139	-10
2004	EU-27	Demand	2857		2	59
2004	EU27+1	Fossil	1801	55	0	5
2004	EU27+1	Coal	967	30	-2	-20
2004	EU27+1	Hard Coal	616	19	-2	-16
2004	EU27+1	Lignite	351	11	-1	-4
2004	EU27+1	Gas	617	19	9	49
2004	EU27+1	Other fossil	216	7	-10	-24
2004	EU27+1	Nuclear	1008	31	1	13
2004	EU27+1	Renewables	455	14	11	46
2004	EU27+1	Hydro	329	10	6	20
2004	EU27+1	Wind and solar	60	2	34	15
2004	EU27+1	Wind	60	2	33	15
2004	EU27+1	Solar	1	0	82	0
2004	EU27+1	Bioenergy	60	2	22	11
2004	EU27+1	Other renewables	6	0	1	0
2004	EU27+1	Production	3265		2	64
2004	EU27+1	Net imports	-9		90	-4
2004	EU27+1	Demand	3256		2	60
2004	Finland	Fossil	37	44	-12	-5
2004	Finland	Coal	16	19	-14	-3
2004	Finland	Hard Coal	16	19	-14	-3
2004	Finland	Lignite	0	0		0
2004	Finland	Gas	13	15	-8	-1
2004	Finland	Other fossil	8	9	-13	-1
2004	Finland	Nuclear	23	27	0	0
2004	Finland	Renewables	26	30	34	7
2004	Finland	Hydro	15	18	57	5
2004	Finland	Wind and solar	0	0	29	0
2004	Finland	Wind	0	0	29	0
2004	Finland	Solar	0	0	13	0
2004	Finland	Bioenergy	10	12	11	1
2004	Finland	Other renewables	0	0		0
2004	Finland	Production	86		2	2
2004	Finland	Net imports	5		0	0
2004	Finland	Demand	90		2	2
2004	France	Fossil	57	10	-1	-1
2004	France	Coal	24	4	-7	-2
2004	France	Hard Coal	24	4	-7	-2
2004	France	Lignite	0	0		0
2004	France	Gas	21	4	9	2
2004	France	Other fossil	11	2	-5	-1
2004	France	Nuclear	448	79	2	7
2004	France	Renewables	64	11	1	1
2004	France	Hydro	60	10	1	1
2004	France	Wind and solar	1	0	53	0
2004	France	Wind	1	0	53	0
2004	France	Solar	0	0	9	0
2004	France	Bioenergy	3	1	3	0
2004	France	Other renewables	0	0	-4	0
2004	France	Production	569		1	7
2004	France	Net imports	-62		-7	5
2004	France	Demand	507		2	12
2004	Germany	Fossil	387	63	-1	-6
2004	Germany	Coal	299	49	-2	-6
2004	Germany	Hard Coal	141	23	-4	-6
2004	Germany	Lignite	158	26	0	0
2004	Germany	Gas	63	10	0	0
2004	Germany	Other fossil	26	4	1	0
2004	Germany	Nuclear	167	27	1	2
2004	Germany	Renewables	58	9	25	11
2004	Germany	Hydro	20	3	14	2
2004	Germany	Wind and solar	27	4	37	7
2004	Germany	Wind	26	4	36	7
2004	Germany	Solar	1	0	100	0
2004	Germany	Bioenergy	11	2	20	2
2004	Germany	Other renewables	0	0		0
2004	Germany	Production	612		1	8
2004	Germany	Net imports	-7		-10	1
2004	Germany	Demand	605		1	9
2004	Greece	Fossil	53	90	2	1
2004	Greece	Coal	35	60	1	0
2004	Greece	Hard Coal	0	0	-100	0
2004	Greece	Lignite	35	60	1	0
2004	Greece	Gas	9	15	12	1
2004	Greece	Other fossil	9	14	-3	0
2004	Greece	Nuclear	0	0		0
2004	Greece	Renewables	6	10	0	0
2004	Greece	Hydro	5	8	-2	0
2004	Greece	Wind and solar	1	2	10	0
2004	Greece	Wind	1	2	10	0
2004	Greece	Solar	0	0	Inf	0
2004	Greece	Bioenergy	0	0	18	0
2004	Greece	Other renewables	0	0		0
2004	Greece	Production	59		2	1
2004	Greece	Net imports	3		35	1
2004	Greece	Demand	62		3	2
2004	Hungary	Fossil	21	62	-9	-2
2004	Hungary	Coal	8	24	-11	-1
2004	Hungary	Hard Coal	0	1	41	0
2004	Hungary	Lignite	8	23	-13	-1
2004	Hungary	Gas	12	35	-1	0
2004	Hungary	Other fossil	1	3	-45	-1
2004	Hungary	Nuclear	12	35	8	1
2004	Hungary	Renewables	1	3	179	1
2004	Hungary	Hydro	0	1	20	0
2004	Hungary	Wind and solar	0	0	39	0
2004	Hungary	Wind	0	0	39	0
2004	Hungary	Solar	0	0		0
2004	Hungary	Bioenergy	1	2	351	1
2004	Hungary	Other renewables	0	0		0
2004	Hungary	Production	34		-1	0
2004	Hungary	Net imports	7		8	1
2004	Hungary	Demand	41		0	0
2004	Ireland	Fossil	24	94	0	0
2004	Ireland	Coal	6	25	0	0
2004	Ireland	Hard Coal	6	25	0	0
2004	Ireland	Lignite	0	0		0
2004	Ireland	Gas	13	51	-1	0
2004	Ireland	Other fossil	5	19	5	0
2004	Ireland	Nuclear	0	0		0
2004	Ireland	Renewables	1	6	22	0
2004	Ireland	Hydro	1	2	5	0
2004	Ireland	Wind and solar	1	3	44	0
2004	Ireland	Wind	1	3	44	0
2004	Ireland	Solar	0	0		0
2004	Ireland	Bioenergy	0	0	27	0
2004	Ireland	Other renewables	0	0		0
2004	Ireland	Production	25		1	0
2004	Ireland	Net imports	2		35	0
2004	Ireland	Demand	27		3	1
2004	Italy	Fossil	241	82	1	2
2004	Italy	Coal	46	15	17	7
2004	Italy	Hard Coal	46	15	17	7
2004	Italy	Lignite	0	0		0
2004	Italy	Gas	130	44	11	13
2004	Italy	Other fossil	66	22	-20	-17
2004	Italy	Nuclear	0	0		0
2004	Italy	Renewables	54	18	15	7
2004	Italy	Hydro	42	14	15	6
2004	Italy	Wind and solar	2	1	27	0
2004	Italy	Wind	2	1	27	0
2004	Italy	Solar	0	0	21	0
2004	Italy	Bioenergy	4	1	25	1
2004	Italy	Other renewables	5	2	2	0
2004	Italy	Production	295		3	9
2004	Italy	Net imports	46		-10	-5
2004	Italy	Demand	340		1	4
2004	Latvia	Fossil	1	32	-9	0
2004	Latvia	Coal	0	0		0
2004	Latvia	Hard Coal	0	0		0
2004	Latvia	Lignite	0	0		0
2004	Latvia	Gas	1	31	-7	0
2004	Latvia	Other fossil	0	1	-42	0
2004	Latvia	Nuclear	0	0		0
2004	Latvia	Renewables	3	68	37	1
2004	Latvia	Hydro	3	66	37	1
2004	Latvia	Wind and solar	0	1	1	0
2004	Latvia	Wind	0	1	1	0
2004	Latvia	Solar	0	0		0
2004	Latvia	Bioenergy	0	1	58	0
2004	Latvia	Other renewables	0	0		0
2004	Latvia	Production	5		18	1
2004	Latvia	Net imports	2		-20	-1
2004	Latvia	Demand	7		3	0
2004	Lithuania	Fossil	3	16	7	0
2004	Lithuania	Coal	0	0		0
2004	Lithuania	Hard Coal	0	0		0
2004	Lithuania	Lignite	0	0		0
2004	Lithuania	Gas	3	14	7	0
2004	Lithuania	Other fossil	0	2	10	0
2004	Lithuania	Nuclear	15	81	-2	0
2004	Lithuania	Renewables	0	2	29	0
2004	Lithuania	Hydro	0	2	29	0
2004	Lithuania	Wind and solar	0	0	Inf	0
2004	Lithuania	Wind	0	0	Inf	0
2004	Lithuania	Solar	0	0		0
2004	Lithuania	Bioenergy	0	0	-7	0
2004	Lithuania	Other renewables	0	0		0
2004	Lithuania	Production	19		0	0
2004	Lithuania	Net imports	-7		-4	0
2004	Lithuania	Demand	11		2	0
2004	Luxembourg	Fossil	3	94	20	1
2004	Luxembourg	Coal	0	0		0
2004	Luxembourg	Hard Coal	0	0		0
2004	Luxembourg	Lignite	0	0		0
2004	Luxembourg	Gas	3	93	20	1
2004	Luxembourg	Other fossil	0	1	16	0
2004	Luxembourg	Nuclear	0	0		0
2004	Luxembourg	Renewables	0	6	38	0
2004	Luxembourg	Hydro	0	3	31	0
2004	Luxembourg	Wind and solar	0	1	76	0
2004	Luxembourg	Wind	0	1	51	0
2004	Luxembourg	Solar	0	0	558	0
2004	Luxembourg	Bioenergy	0	1	25	0
2004	Luxembourg	Other renewables	0	0		0
2004	Luxembourg	Production	3		21	1
2004	Luxembourg	Net imports	3		-10	0
2004	Luxembourg	Demand	7		3	0
2004	Malta	Fossil	2	100	-1	0
2004	Malta	Coal	0	0		0
2004	Malta	Hard Coal	0	0		0
2004	Malta	Lignite	0	0		0
2004	Malta	Gas	0	0		0
2004	Malta	Other fossil	2	100	-1	0
2004	Malta	Nuclear	0	0		0
2004	Malta	Renewables	0	0		0
2004	Malta	Hydro	0	0		0
2004	Malta	Wind and solar	0	0		0
2004	Malta	Wind	0	0		0
2004	Malta	Solar	0	0		0
2004	Malta	Bioenergy	0	0		0
2004	Malta	Other renewables	0	0		0
2004	Malta	Production	2		-1	0
2004	Malta	Net imports	0			0
2004	Malta	Demand	2		-1	0
2004	Netherlands	Fossil	92	91	4	3
2004	Netherlands	Coal	25	25	-6	-2
2004	Netherlands	Hard Coal	25	25	-6	-2
2004	Netherlands	Lignite	0	0		0
2004	Netherlands	Gas	60	59	9	5
2004	Netherlands	Other fossil	7	7	-1	0
2004	Netherlands	Nuclear	4	4	-5	0
2004	Netherlands	Renewables	5	5	34	1
2004	Netherlands	Hydro	0	0	32	0
2004	Netherlands	Wind and solar	2	2	42	1
2004	Netherlands	Wind	2	2	42	1
2004	Netherlands	Solar	0	0	32	0
2004	Netherlands	Bioenergy	3	3	30	1
2004	Netherlands	Other renewables	0	0		0
2004	Netherlands	Production	101		5	4
2004	Netherlands	Net imports	16		-5	-1
2004	Netherlands	Demand	117		3	4
2004	Poland	Fossil	149	98	1	1
2004	Poland	Coal	141	93	0	0
2004	Poland	Hard Coal	85	56	0	0
2004	Poland	Lignite	56	37	0	0
2004	Poland	Gas	3	2	33	1
2004	Poland	Other fossil	5	3	1	0
2004	Poland	Nuclear	0	0		0
2004	Poland	Renewables	3	2	43	1
2004	Poland	Hydro	2	1	25	0
2004	Poland	Wind and solar	0	0	15	0
2004	Poland	Wind	0	0	15	0
2004	Poland	Solar	0	0		0
2004	Poland	Bioenergy	1	1	116	1
2004	Poland	Other renewables	0	0		0
2004	Poland	Production	152		2	2
2004	Poland	Net imports	-9		-9	1
2004	Poland	Demand	143		2	3
2004	Portugal	Fossil	33	73	13	4
2004	Portugal	Coal	15	33	2	0
2004	Portugal	Hard Coal	15	33	2	0
2004	Portugal	Lignite	0	0		0
2004	Portugal	Gas	12	26	51	4
2004	Portugal	Other fossil	6	13	-9	-1
2004	Portugal	Nuclear	0	0		0
2004	Portugal	Renewables	12	27	-30	-5
2004	Portugal	Hydro	10	22	-37	-6
2004	Portugal	Wind and solar	1	2	64	0
2004	Portugal	Wind	1	2	65	0
2004	Portugal	Solar	0	0	0	0
2004	Portugal	Bioenergy	2	3	11	0
2004	Portugal	Other renewables	0	0	-6	0
2004	Portugal	Production	45		-4	-2
2004	Portugal	Net imports	6		132	4
2004	Portugal	Demand	51		4	2
2004	Romania	Fossil	34	61	-6	-2
2004	Romania	Coal	21	38	-8	-2
2004	Romania	Hard Coal	1	1	Inf	1
2004	Romania	Lignite	21	37	-11	-3
2004	Romania	Gas	10	19	8	1
2004	Romania	Other fossil	2	4	-31	-1
2004	Romania	Nuclear	6	10	13	1
2004	Romania	Renewables	17	29	25	3
2004	Romania	Hydro	17	29	25	3
2004	Romania	Wind and solar	0	0		0
2004	Romania	Wind	0	0		0
2004	Romania	Solar	0	0		0
2004	Romania	Bioenergy	0	0	33	0
2004	Romania	Other renewables	0	0		0
2004	Romania	Production	56		3	2
2004	Romania	Net imports	-1		-43	1
2004	Romania	Demand	55		5	3
2004	Slovakia	Fossil	9	31	-2	0
2004	Slovakia	Coal	6	19	-5	0
2004	Slovakia	Hard Coal	3	11	-6	0
2004	Slovakia	Lignite	2	8	-3	0
2004	Slovakia	Gas	2	8	1	0
2004	Slovakia	Other fossil	1	4	2	0
2004	Slovakia	Nuclear	17	56	-5	-1
2004	Slovakia	Renewables	4	14	15	1
2004	Slovakia	Hydro	4	13	18	1
2004	Slovakia	Wind and solar	0	0	200	0
2004	Slovakia	Wind	0	0	200	0
2004	Slovakia	Solar	0	0		0
2004	Slovakia	Bioenergy	0	0	-80	0
2004	Slovakia	Other renewables	0	0		0
2004	Slovakia	Production	30		-2	-1
2004	Slovakia	Net imports	-2		-17	0
2004	Slovakia	Demand	29		0	0
2004	Slovenia	Fossil	6	37	1	0
2004	Slovenia	Coal	5	34	2	0
2004	Slovenia	Hard Coal	1	3	3	0
2004	Slovenia	Lignite	5	31	1	0
2004	Slovenia	Gas	0	2	-3	0
2004	Slovenia	Other fossil	0	0	-13	0
2004	Slovenia	Nuclear	5	36	5	0
2004	Slovenia	Renewables	4	28	37	1
2004	Slovenia	Hydro	4	27	38	1
2004	Slovenia	Wind and solar	0	0	100	0
2004	Slovenia	Wind	0	0		0
2004	Slovenia	Solar	0	0	100	0
2004	Slovenia	Bioenergy	0	1	-1	0
2004	Slovenia	Other renewables	0	0		0
2004	Slovenia	Production	15		10	1
2004	Slovenia	Net imports	-1		-561	-1
2004	Slovenia	Demand	15		4	1
2004	Spain	Fossil	160	58	15	20
2004	Spain	Coal	79	29	6	4
2004	Spain	Hard Coal	73	27	6	4
2004	Spain	Lignite	6	2	1	0
2004	Spain	Gas	55	20	41	16
2004	Spain	Other fossil	25	9	-1	0
2004	Spain	Nuclear	64	23	3	2
2004	Spain	Renewables	50	18	-10	-6
2004	Spain	Hydro	31	11	-23	-9
2004	Spain	Wind and solar	16	6	30	4
2004	Spain	Wind	16	6	30	4
2004	Spain	Solar	0	0	19	0
2004	Spain	Bioenergy	3	1	5	0
2004	Spain	Other renewables	0	0		0
2004	Spain	Production	274		6	16
2004	Spain	Net imports	-3		-340	-4
2004	Spain	Demand	271		5	12
2004	Sweden	Fossil	6	4	-35	-3
2004	Sweden	Coal	1	1	-65	-2
2004	Sweden	Hard Coal	1	1	-65	-2
2004	Sweden	Lignite	0	0		0
2004	Sweden	Gas	1	1	6	0
2004	Sweden	Other fossil	4	3	-25	-1
2004	Sweden	Nuclear	77	51	15	10
2004	Sweden	Renewables	68	45	16	9
2004	Sweden	Hydro	60	40	12	7
2004	Sweden	Wind and solar	1	1	27	0
2004	Sweden	Wind	1	1	27	0
2004	Sweden	Solar	0	0	8	0
2004	Sweden	Bioenergy	7	5	60	3
2004	Sweden	Other renewables	0	0		0
2004	Sweden	Production	152		12	16
2004	Sweden	Net imports	-2		-116	-15
2004	Sweden	Demand	150		1	1
2004	United Kingdom	Fossil	297	76	0	1
2004	United Kingdom	Coal	132	34	-5	-7
2004	United Kingdom	Hard Coal	132	34	-5	-7
2004	United Kingdom	Lignite	0	0		0
2004	United Kingdom	Gas	157	40	5	8
2004	United Kingdom	Other fossil	8	2	-8	-1
2004	United Kingdom	Nuclear	80	20	-10	-9
2004	United Kingdom	Renewables	14	4	33	4
2004	United Kingdom	Hydro	5	1	50	2
2004	United Kingdom	Wind and solar	2	0	51	1
2004	United Kingdom	Wind	2	0	51	1
2004	United Kingdom	Solar	0	0	36	0
2004	United Kingdom	Bioenergy	7	2	21	1
2004	United Kingdom	Other renewables	0	0	35	0
2004	United Kingdom	Production	391		-1	-4
2004	United Kingdom	Net imports	7		247	5
2004	United Kingdom	Demand	399		0	1
2005	Austria	Fossil	24	37	6	1
2005	Austria	Coal	7	11	-9	-1
2005	Austria	Hard Coal	6	9	-12	-1
2005	Austria	Lignite	1	2	10	0
2005	Austria	Gas	13	20	19	2
2005	Austria	Other fossil	3	5	-1	0
2005	Austria	Nuclear	0	0		0
2005	Austria	Renewables	41	63	3	1
2005	Austria	Hydro	37	58	1	0
2005	Austria	Wind and solar	1	2	42	0
2005	Austria	Wind	1	2	43	0
2005	Austria	Solar	0	0	14	0
2005	Austria	Bioenergy	2	4	27	1
2005	Austria	Other renewables	0	0	16	0
2005	Austria	Production	64		4	3
2005	Austria	Net imports	3		-15	0
2005	Austria	Demand	67		3	2
2005	Belgium	Fossil	36	42	1	0
2005	Belgium	Coal	8	10	-10	-1
2005	Belgium	Hard Coal	8	10	-10	-1
2005	Belgium	Lignite	0	0		0
2005	Belgium	Gas	23	27	6	1
2005	Belgium	Other fossil	5	5	-5	0
2005	Belgium	Nuclear	48	56	1	0
2005	Belgium	Renewables	2	2	41	1
2005	Belgium	Hydro	0	0	-9	0
2005	Belgium	Wind and solar	0	0	61	0
2005	Belgium	Wind	0	0	60	0
2005	Belgium	Solar	0	0	104	0
2005	Belgium	Bioenergy	2	2	53	1
2005	Belgium	Other renewables	0	0		0
2005	Belgium	Production	85		1	1
2005	Belgium	Net imports	6		-19	-1
2005	Belgium	Demand	92		0	0
2005	Bulgaria	Fossil	21	48	-2	0
2005	Bulgaria	Coal	18	42	-2	0
2005	Bulgaria	Hard Coal	4	10	10	0
2005	Bulgaria	Lignite	14	32	-6	-1
2005	Bulgaria	Gas	2	4	16	0
2005	Bulgaria	Other fossil	1	2	-24	0
2005	Bulgaria	Nuclear	19	42	11	2
2005	Bulgaria	Renewables	4	10	37	1
2005	Bulgaria	Hydro	4	10	37	1
2005	Bulgaria	Wind and solar	0	0	359	0
2005	Bulgaria	Wind	0	0	359	0
2005	Bulgaria	Solar	0	0		0
2005	Bulgaria	Bioenergy	0	0		0
2005	Bulgaria	Other renewables	0	0		0
2005	Bulgaria	Production	44		6	3
2005	Bulgaria	Net imports	-8		29	-2
2005	Bulgaria	Demand	36		2	1
2005	Croatia	Fossil	6	46	-4	0
2005	Croatia	Coal	2	18	9	0
2005	Croatia	Hard Coal	2	18	9	0
2005	Croatia	Lignite	0	0	-5	0
2005	Croatia	Gas	2	14	-26	-1
2005	Croatia	Other fossil	2	14	12	0
2005	Croatia	Nuclear	0	0		0
2005	Croatia	Renewables	7	54	-8	-1
2005	Croatia	Hydro	7	54	-8	-1
2005	Croatia	Wind and solar	0	0	400	0
2005	Croatia	Wind	0	0	400	0
2005	Croatia	Solar	0	0		0
2005	Croatia	Bioenergy	0	0	250	0
2005	Croatia	Other renewables	0	0		0
2005	Croatia	Production	13		-6	-1
2005	Croatia	Net imports	4		47	1
2005	Croatia	Demand	17		3	1
2005	Cyprus	Fossil	4	100	4	0
2005	Cyprus	Coal	0	0		0
2005	Cyprus	Hard Coal	0	0		0
2005	Cyprus	Lignite	0	0		0
2005	Cyprus	Gas	0	0		0
2005	Cyprus	Other fossil	4	100	4	0
2005	Cyprus	Nuclear	0	0		0
2005	Cyprus	Renewables	0	0	14	0
2005	Cyprus	Hydro	0	0		0
2005	Cyprus	Wind and solar	0	0	14	0
2005	Cyprus	Wind	0	0	0	0
2005	Cyprus	Solar	0	0	25	0
2005	Cyprus	Bioenergy	0	0		0
2005	Cyprus	Other renewables	0	0		0
2005	Cyprus	Production	4		4	0
2005	Cyprus	Net imports	0			0
2005	Cyprus	Demand	4		4	0
2005	Czech Republic	Fossil	54	66	-1	-1
2005	Czech Republic	Coal	50	60	-2	-1
2005	Czech Republic	Hard Coal	6	7	-7	0
2005	Czech Republic	Lignite	44	54	-1	0
2005	Czech Republic	Gas	1	2	-5	0
2005	Czech Republic	Other fossil	3	4	7	0
2005	Czech Republic	Nuclear	25	30	-6	-2
2005	Czech Republic	Renewables	3	4	14	0
2005	Czech Republic	Hydro	2	3	18	0
2005	Czech Republic	Wind and solar	0	0	113	0
2005	Czech Republic	Wind	0	0	116	0
2005	Czech Republic	Solar	0	0	42	0
2005	Czech Republic	Bioenergy	1	1	3	0
2005	Czech Republic	Other renewables	0	0		0
2005	Czech Republic	Production	82		-2	-2
2005	Czech Republic	Net imports	-13		-20	3
2005	Czech Republic	Demand	69		2	1
2005	Denmark	Fossil	26	73	-14	-4
2005	Denmark	Coal	15	43	-17	-3
2005	Denmark	Hard Coal	15	43	-17	-3
2005	Denmark	Lignite	0	0		0
2005	Denmark	Gas	9	24	-12	-1
2005	Denmark	Other fossil	2	6	-4	0
2005	Denmark	Nuclear	0	0		0
2005	Denmark	Renewables	10	27	3	0
2005	Denmark	Hydro	0	0	-15	0
2005	Denmark	Wind and solar	7	18	0	0
2005	Denmark	Wind	7	18	0	0
2005	Denmark	Solar	0	0	0	0
2005	Denmark	Bioenergy	3	9	9	0
2005	Denmark	Other renewables	0	0		0
2005	Denmark	Production	36		-10	-4
2005	Denmark	Net imports	1		-148	4
2005	Denmark	Demand	38		0	0
2005	Estonia	Fossil	10	99	-1	0
2005	Estonia	Coal	0	0		0
2005	Estonia	Hard Coal	0	0		0
2005	Estonia	Lignite	0	0		0
2005	Estonia	Gas	1	5	12	0
2005	Estonia	Other fossil	10	94	-2	0
2005	Estonia	Nuclear	0	0		0
2005	Estonia	Renewables	0	1	86	0
2005	Estonia	Hydro	0	0	0	0
2005	Estonia	Wind and solar	0	1	575	0
2005	Estonia	Wind	0	1	575	0
2005	Estonia	Solar	0	0		0
2005	Estonia	Bioenergy	0	0	18	0
2005	Estonia	Other renewables	0	0		0
2005	Estonia	Production	10		-1	0
2005	Estonia	Net imports	-2		-10	0
2005	Estonia	Demand	9		1	0
2005	EU-27	Fossil	1528	53	2	24
2005	EU-27	Coal	809	28	-3	-27
2005	EU-27	Hard Coal	465	16	-4	-19
2005	EU-27	Lignite	344	12	-2	-7
2005	EU-27	Gas	514	18	12	54
2005	EU-27	Other fossil	204	7	-2	-4
2005	EU-27	Nuclear	916	32	-1	-12
2005	EU-27	Renewables	445	15	1	4
2005	EU-27	Hydro	308	11	-5	-16
2005	EU-27	Wind and solar	70	2	19	11
2005	EU-27	Wind	68	2	18	11
2005	EU-27	Solar	1	0	101	1
2005	EU-27	Bioenergy	61	2	15	8
2005	EU-27	Other renewables	6	0	-2	0
2005	EU-27	Production	2889		1	15
2005	EU-27	Net imports	3		-121	20
2005	EU-27	Demand	2892		1	35
2005	EU27+1	Fossil	1824	56	1	23
2005	EU27+1	Coal	944	29	-2	-24
2005	EU27+1	Hard Coal	600	18	-3	-16
2005	EU27+1	Lignite	344	10	-2	-7
2005	EU27+1	Gas	667	20	8	50
2005	EU27+1	Other fossil	214	7	-1	-3
2005	EU27+1	Nuclear	998	30	-1	-11
2005	EU27+1	Renewables	462	14	1	6
2005	EU27+1	Hydro	313	10	-5	-16
2005	EU27+1	Wind and solar	73	2	20	12
2005	EU27+1	Wind	71	2	19	12
2005	EU27+1	Solar	1	0	101	1
2005	EU27+1	Bioenergy	70	2	16	10
2005	EU27+1	Other renewables	6	0	-2	0
2005	EU27+1	Production	3284		1	19
2005	EU27+1	Net imports	12		-230	21
2005	EU27+1	Demand	3296		1	40
2005	Finland	Fossil	24	34	-37	-14
2005	Finland	Coal	6	9	-61	-10
2005	Finland	Hard Coal	6	9	-61	-10
2005	Finland	Lignite	0	0		0
2005	Finland	Gas	11	16	-12	-2
2005	Finland	Other fossil	6	8	-27	-2
2005	Finland	Nuclear	23	33	2	1
2005	Finland	Renewables	23	33	-8	-2
2005	Finland	Hydro	14	20	-9	-1
2005	Finland	Wind and solar	0	0	41	0
2005	Finland	Wind	0	0	41	0
2005	Finland	Solar	0	0	11	0
2005	Finland	Bioenergy	10	14	-9	-1
2005	Finland	Other renewables	0	0		0
2005	Finland	Production	70		-18	-15
2005	Finland	Net imports	17		249	12
2005	Finland	Demand	87		-3	-3
2005	France	Fossil	63	11	12	7
2005	France	Coal	28	5	13	3
2005	France	Hard Coal	28	5	13	3
2005	France	Lignite	0	0		0
2005	France	Gas	23	4	10	2
2005	France	Other fossil	13	2	15	2
2005	France	Nuclear	452	79	1	3
2005	France	Renewables	56	10	-12	-8
2005	France	Hydro	51	9	-14	-8
2005	France	Wind and solar	1	0	61	0
2005	France	Wind	1	0	62	0
2005	France	Solar	0	0	24	0
2005	France	Bioenergy	3	1	2	0
2005	France	Other renewables	0	0	2	0
2005	France	Production	571		0	2
2005	France	Net imports	-60		-3	2
2005	France	Demand	511		1	4
2005	Germany	Fossil	390	63	1	3
2005	Germany	Coal	288	47	-4	-11
2005	Germany	Hard Coal	134	22	-5	-7
2005	Germany	Lignite	154	25	-2	-4
2005	Germany	Gas	73	12	15	10
2005	Germany	Other fossil	29	5	14	4
2005	Germany	Nuclear	163	26	-2	-4
2005	Germany	Renewables	64	10	10	6
2005	Germany	Hydro	20	3	-2	-1
2005	Germany	Wind and solar	29	5	9	2
2005	Germany	Wind	28	5	7	2
2005	Germany	Solar	1	0	117	1
2005	Germany	Bioenergy	15	2	37	4
2005	Germany	Other renewables	0	0		0
2005	Germany	Production	617		1	5
2005	Germany	Net imports	-9		16	-1
2005	Germany	Demand	608		1	3
2005	Greece	Fossil	53	89	0	0
2005	Greece	Coal	36	60	0	0
2005	Greece	Hard Coal	0	0		0
2005	Greece	Lignite	36	60	0	0
2005	Greece	Gas	8	14	-9	-1
2005	Greece	Other fossil	9	16	9	1
2005	Greece	Nuclear	0	0		0
2005	Greece	Renewables	6	11	8	0
2005	Greece	Hydro	5	8	7	0
2005	Greece	Wind and solar	1	2	13	0
2005	Greece	Wind	1	2	13	0
2005	Greece	Solar	0	0	23	0
2005	Greece	Bioenergy	0	0	-2	0
2005	Greece	Other renewables	0	0		0
2005	Greece	Production	59		1	1
2005	Greece	Net imports	4		34	1
2005	Greece	Demand	63		3	2
2005	Hungary	Fossil	20	56	-4	-1
2005	Hungary	Coal	7	20	-14	-1
2005	Hungary	Hard Coal	0	1	-21	0
2005	Hungary	Lignite	7	19	-14	-1
2005	Hungary	Gas	12	35	6	1
2005	Hungary	Other fossil	1	2	-32	0
2005	Hungary	Nuclear	14	39	16	2
2005	Hungary	Renewables	2	5	100	1
